,jsonrpc,id,usIn,usOut,usDiff,testnet,result.timestamp,result.stats.volume_usd,result.stats.volume,result.stats.price_change,result.stats.low,result.stats.high,result.state,result.settlement_price,result.open_interest,result.min_price,result.max_price,result.mark_price,result.last_price,result.instrument_name,result.index_price,result.funding_8h,result.estimated_delivery_price,result.current_funding,result.best_bid_price,result.best_bid_amount,result.best_ask_price,result.best_ask_amount
0,2.0,8106,1601075802252770,1601075802254431,1661,True,1601075802445,463639830.0,43629.28984763,-0.6142,10379.5,10785.0,open,10687.34,692835362,10521.93,10842.4,10681.96,10680.0,BTC-PERPETUAL,10678.27,1.88e-06,10678.27,0.0,10679.5,360.0,10682.0,80390.0
