,underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta
0,10299.27,SYN.BTC-24SEP20,1600915846155,open,0.04,0.0,0.0005,0.0575,0.02933807,70.0,,0.0,BTC-24SEP20-10000-C,10298.19,10298.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.21701,-7.5954,0.05633,0.0005,0.95958
