,jsonrpc,id,usIn,usOut,usDiff,testnet,result.timestamp,result.stats.volume_usd,result.stats.volume,result.stats.price_change,result.stats.low,result.stats.high,result.state,result.settlement_price,result.open_interest,result.min_price,result.max_price,result.mark_price,result.last_price,result.instrument_name,result.index_price,result.funding_8h,result.estimated_delivery_price,result.current_funding,result.best_bid_price,result.best_bid_amount,result.best_ask_price,result.best_ask_amount
0,2.0,1469,1600921492435972,1600921492436279,307,True,1600921492723,1324480180.0,128659.35610642,-1.5337,10058.0,10853.0,open,10429.06,703003726,10150.12,10459.26,10304.78,10304.5,BTC-PERPETUAL,10305.4,7.56e-06,10305.4,0.0,10305.5,26160.0,10306.0,57900.0
